1.3656536E7	1.375234E7
1.3685306E7	1.376075E7
1.3643456E7	1.374947E7
1.3696906E7	1.371364E7
1.3707558E7	1.3672866E7
1.3705828E7	1.3772756E7
1.3706688E7	1.3774366E7
1.3660796E7	1.3797004E7
1.3752144E7	1.3741732E7
1.3714292E7	1.3768066E7
1.3704002E7	1.3759864E7
1.374492E7	1.3727138E7
1.3690562E7	1.3695252E7
1.3699012E7	1.3800398E7
1.3742754E7	1.3718708E7
1.37102E7	1.3760936E7
1.3736676E7	1.3753092E7
1.370163E7	1.376394E7
1.3701492E7	1.3726272E7
1.369142E7	1.3811906E7
1.371167E7	1.3745062E7
