1.4312196E7	1.4229788E7
1.4127682E7	1.4387768E7
1.4255252E7	1.428102E7
1.4377736E7	1.4161156E7
1.4238012E7	1.4355836E7
1.421809E7	1.4375058E7
1.4092628E7	1.451894E7
1.4291718E7	1.4249652E7
1.4174936E7	1.432929E7
1.4229956E7	1.4199264E7
1.439337E7	1.4149998E7
1.4355286E7	1.41841E7
1.429091E7	1.4191522E7
1.416541E7	1.4342162E7
1.4226166E7	1.430029E7
1.414044E7	1.452982E7
1.4300852E7	1.4220628E7
1.4192256E7	1.4390004E7
1.4418112E7	1.4197284E7
1.449E7	1.418957E7
1.417613E7	1.4536044E7
1.4241078E7	1.4294662E7
1.4330276E7	1.4217136E7
1.43912E7	1.420605E7
1.418967E7	1.4467272E7
1.4237796E7	1.4379174E7
1.433953E7	1.4257724E7
1.4189E7	1.4401368E7
1.4231506E7	1.4308176E7
1.4131842E7	1.4664514E7
1.4372386E7	1.4157684E7
1.4353672E7	1.423752E7
1.4173024E7	1.4513246E7
1.4321286E7	1.418722E7
1.4171722E7	1.4324186E7
1.442934E7	1.4142664E7
1.4298738E7	1.4310898E7
1.4300472E7	1.4226244E7
1.4371882E7	1.4166454E7
1.4341878E7	1.4215792E7
1.419276E7	1.4342722E7
1.4156708E7	1.4371816E7
1.4426376E7	1.4163492E7
1.431257E7	1.4237388E7
1.4447238E7	1.4153164E7
1.4296372E7	1.4249332E7
1.4390352E7	1.4207166E7
1.4276648E7	1.4329778E7
1.4318136E7	1.4223884E7
1.4180238E7	1.4362898E7
1.410667E7	1.4500116E7
1.4290454E7	1.425495E7
1.4222946E7	1.4306398E7
1.4113006E7	1.4389288E7
1.4379868E7	1.415961E7
1.4204466E7	1.432192E7
1.4347766E7	1.4222836E7
1.4454814E7	1.4087566E7
1.4275938E7	1.4284874E7
1.4223924E7	1.4355746E7
1.431706E7	1.4170914E7
1.4223388E7	1.4398816E7
1.4503446E7	1.4159944E7
1.4515988E7	1.4151128E7
1.4203498E7	1.4567932E7
1.4313472E7	1.42636E7
1.4215482E7	1.446771E7
1.4302048E7	1.42069E7
1.4141354E7	1.433959E7
1.4227402E7	1.4337994E7
1.4526412E7	1.4179774E7
1.435029E7	1.4205572E7
1.4297042E7	1.4228912E7
1.4417386E7	1.4200564E7
1.428279E7	1.432662E7
1.4276822E7	1.4335724E7
1.4559306E7	1.4178966E7
1.4197688E7	1.4289272E7
1.4316118E7	1.4209078E7
1.4495032E7	1.414639E7
1.4180464E7	1.4458288E7
1.4282294E7	1.4279158E7
1.4154492E7	1.4595984E7
